year,region_id,policy_id,policy_label,1,2,3,4,5,6,7,8,9,total
2016,15,93,Administración Financiera y Tributaria,10407730.00,4407406.00,500510.00,525000.00,"",143160.00,"",1168958.00,"",17152764.00
2016,15,94,Transferencias a otras Administraciones Públicas,810398.00,6010.00,"",753425158.00,"","",1600010.00,27150000.00,"",782991576.00
2016,15,95,Deuda Pública,"","",104342362.00,"","","","","",425273192.00,529615554.00
2013,8,13,Seguridad Ciudadana e Instituciones Penitenciarias,2513230.00,5453340.00,"",420000.00,"",230100.00,350000.00,"","",8966670.00
2013,8,14,Política Exterior,412820.00,61500.00,"",567840.00,"","","","","",1042160.00
2013,8,21,Pensiones,"","","",3656030.00,"","","","","",3656030.00
2013,8,23,Servicios Sociales y Promoción Social,100036330.00,215215790.00,"",309508680.00,"",4314050.00,8368540.00,1045200.00,"",638488590.00
2013,8,24,Fomento del Empleo,35115580.00,12644130.00,"",92696410.00,"",510000.00,3001000.00,1023110.00,"",144990230.00
2013,8,26,Acceso a la Vivienda y Fomento de la Edificación,5960200.00,3496830.00,"",3079150.00,"",1335610.00,32877250.00,"","",46749040.00
2013,8,31,Sanidad,1228498600.00,593367650.00,"",521070000.00,"",29992570.00,2948250.00,704240.00,"",2376581310.00
2013,8,32,Educación,1069861540.00,92135580.00,"",245844140.00,"",26897400.00,13374240.00,300000.00,189240.00,1448602140.00
2013,8,33,Cultura,16724190.00,8307220.00,"",3256700.00,"",2295990.00,7179300.00,"","",37763400.00
2013,8,41,"Agricultura, Pesca y Alimentación",81473680.00,9971510.00,"",133633580.00,"",6867490.00,138368570.00,208450.00,"",370523280.00
2013,8,42,Industria y Energía,4899110.00,93300.00,"",1105000.00,"",23000.00,8905480.00,"","",15025890.00
2013,8,43,"Comercio, Turismo y Pymes",5575970.00,2770140.00,"",7614900.00,"",1377110.00,16367880.00,"","",33706000.00
2013,8,45,Infraestructuras,50654990.00,9675500.00,"",54240980.00,"",59909270.00,127035830.00,110000.00,"",301626570.00
2013,8,46,"Investigación, Desarrollo e Innovación",6439590.00,1584220.00,"",6872270.00,"",1462690.00,4670420.00,"",800000.00,21829190.00
2013,8,49,Otras Actuaciones de Carácter Económico,15206440.00,33798190.00,"",2422440.00,"",27398300.00,200000.00,"",2500000.00,81525370.00
2013,8,91,Alta Dirección,14949570.00,2173400.00,"",47596370.00,"",131500.00,2284000.00,47470.00,"",67182310.00
2013,8,92,Servicios de Carácter General,23268100.00,14864110.00,"",111100.00,5581080.00,1686900.00,11637100.00,186400.00,"",57334790.00
2013,8,93,Administración Financiera y Tributaria,16163360.00,5721580.00,"",1500000.00,"","",2246500.00,"","",25631440.00
2013,8,95,Deuda Pública,"","",493304350.00,"","","","","",458137030.00,951441380.00
2007,9,11,Justicia,302023667.29,129669272.40,"",51902261.57,"",26770299.68,"",13121.13,"",510378622.07
2007,9,13,Seguridad Ciudadana e Instituciones Penitenciarias,836242497.78,267788315.15,183010.00,12551725.45,"",105805449.85,1493500.00,725500.00,"",1224789998.23
2007,9,14,Política Exterior,"",3958000.00,"",62728199.72,"","",358870.37,"","",67045070.09
2007,9,21,Pensiones,5483350.17,"","",50605910.00,"","","","","",56089260.17
2007,9,23,Servicios Sociales y Promoción Social,132005020.32,466845867.63,"",824071017.41,"",61467063.34,22977269.55,4378422.00,"",1511744660.25
2007,9,24,Fomento del Empleo,89983347.47,51294998.25,10.00,373173459.82,"",17827175.65,1800030.00,59020.00,"",534138041.19
2007,9,26,Acceso a la Vivienda y Fomento de la Edificación,376196.03,8914721.78,"",60557171.94,"",2779100.82,154512056.47,8000000.00,"",235139247.04
2007,9,31,Sanidad,1900933371.09,4722339262.47,5200.00,1789679745.78,"",170751798.48,13529724.14,60941000.00,"",8658180101.96
2007,9,32,Educación,2638527374.60,312116122.19,"",2068733663.43,"",278005500.00,97666557.14,623612.42,"",5395672829.78
2007,9,33,Cultura,60073600.36,63767777.21,3305.00,197112138.77,"",33372012.70,51004527.90,17947956.19,"",423281318.13
2007,9,41,"Agricultura, Pesca y Alimentación",68608415.01,36811145.13,8023478.31,10495476.72,"",73310254.04,79866231.62,85587000.00,24079043.44,386781044.27
2007,9,42,Industria y Energía,"",1962037.00,"",12649648.00,"",22530.00,47799119.00,25729918.00,"",88163252.00
2007,9,43,"Comercio, Turismo y Pymes","",2678140.00,"",60986733.00,"",700000.00,57889985.00,36155000.00,"",158409858.00
2007,9,44,Subvenciones al Transporte,"","","",239779058.67,"","",45028068.91,21000000.00,"",305807127.58
2007,9,45,Infraestructuras,119361250.77,77962414.63,"",90717084.54,"",699986645.19,102831838.71,196048272.87,"",1286907506.71
2007,9,46,"Investigación, Desarrollo e Innovación",28965951.42,26749421.47,"",173938112.44,"",7202630.00,30728776.05,49178590.00,"",316763481.38
2007,9,49,Otras Actuaciones de Carácter Económico,7458906.78,31289983.58,10.00,71061568.20,"",3799350.17,13771591.89,58903295.00,"",186284705.62
2007,9,91,Alta Dirección,45691581.71,25602053.93,"",17632703.25,"",16539101.22,"",64200.00,"",105529640.11
2007,9,92,Servicios de Carácter General,272879448.29,213490841.70,30000.00,80480969.45,95000000.00,139620392.18,7887693.48,243381165.67,"",1052770510.77
2007,9,93,Administración Financiera y Tributaria,"",793896.00,"",6410593.68,"","","",312992.00,"",7517481.68
2007,9,94,Transferencias a otras Administraciones Públicas,"","","",2857329143.85,"","",103756780.31,"","",2961085924.16
2007,9,95,Deuda Pública,"","",561052345.60,"","","","","",1065234510.17,1626286855.77
2013,9,11,Justicia,327442180.45,148957850.81,"",47147045.80,"",10913385.43,624926.33,10075.00,"",535095463.82
2013,9,13,Seguridad Ciudadana e Instituciones Penitenciarias,1257226214.08,250821061.02,310.00,16582620.99,"",17161528.45,2295819.56,175460.00,"",1544263014.10
2013,9,14,Política Exterior,"",3134260.38,"",23456700.35,"","",337500.00,92700.00,"",27021160.73
2013,9,21,Pensiones,3085725.00,"","",53040000.00,"","","","","",56125725.00
2013,9,23,Servicios Sociales y Promoción Social,159995626.60,719655910.70,"",1259122518.36,"",23996756.25,5534473.19,11326627.06,"",2179631912.16
2013,9,24,Fomento del Empleo,133702310.49,73224705.04,"",540701387.90,"",20028234.75,5175500.08,8052000.00,"",780884138.26
2013,9,26,Acceso a la Vivienda y Fomento de la Edificación,392821.64,2116431.43,"",103100747.94,"",53481.60,60465371.45,28266767.62,"",194395621.68
2013,9,31,Sanidad,1942218240.82,5392563655.34,2000.00,1156419727.14,"",135155927.99,40472538.76,71785718.45,"",8738617808.50
2013,9,32,Educación,2982560040.96,334835729.59,"",1946202020.78,"",135699780.00,54739571.07,421126.73,"",5454458269.13
2013,9,33,Cultura,62804578.11,46521742.10,3084.00,181040369.60,"",11662395.80,37512158.60,44213396.49,"",383757724.70
2013,9,41,"Agricultura, Pesca y Alimentación",87765188.13,26815492.91,"",12133549.42,"",116541280.17,90579858.90,78446120.00,"",412281489.53
2013,9,42,Industria y Energía,"",4501773.61,"",28390946.00,"",392041.50,8610205.67,113655918.00,"",155550884.78
2013,9,43,"Comercio, Turismo y Pymes","",3912199.73,"",49927070.75,"",2878350.00,19435000.00,52492100.00,"",128644720.48
2013,9,44,Subvenciones al Transporte,"","","",247292267.65,"","",48805253.11,"","",296097520.76
2013,9,45,Infraestructuras,103925046.50,60170853.36,"",329910327.93,"",408150425.39,131046099.88,74202063.13,"",1107404816.19
2013,9,46,"Investigación, Desarrollo e Innovación","",1013625.80,"",179337150.45,"",449131.60,28773644.54,45889285.21,"",255462837.60
2013,9,49,Otras Actuaciones de Carácter Económico,8532247.78,21925083.64,10.00,64249818.61,"",3491289.51,23296885.08,41911990.25,"",163407324.87
2013,9,91,Alta Dirección,74838700.62,38545942.06,"",27579679.70,"",1970136.24,512485.31,70200.00,"",143517143.93
2013,9,92,Servicios de Carácter General,106059781.58,97091621.96,100.00,11855839.13,250000000.00,75241957.13,11528565.32,260396684.80,"",812174549.92
2013,9,93,Administración Financiera y Tributaria,"",33914450.72,"",23282929.83,"",1969887.62,"",2853400.00,"",62020668.17
2013,9,94,Transferencias a otras Administraciones Públicas,"","","",154225394.32,"","",72646773.07,"","",226872167.39
2013,9,95,Deuda Pública,"","",1994344540.45,"","","","","",1674568656.82,3668913197.27
2007,8,11,Justicia,199720.00,"","",20000.00,"","","","","",219720.00
2007,8,13,Seguridad Ciudadana e Instituciones Penitenciarias,1284320.00,4460310.00,"",1191000.00,"",4075000.00,5383000.00,"","",16393630.00
2007,8,14,Política Exterior,546710.00,549650.00,"",18034950.00,"","",17898650.00,"","",37029960.00
2007,8,21,Pensiones,"","","",4169020.00,"","","","","",4169020.00
2007,8,23,Servicios Sociales y Promoción Social,125094560.00,152806590.00,"",244943000.00,"",59367290.00,51033960.00,948830.00,"",634194230.00
2007,8,24,Fomento del Empleo,24871290.00,7565030.00,"",193350820.00,"",8727030.00,17927310.00,492020.00,"",252933500.00
2007,8,26,Acceso a la Vivienda y Fomento de la Edificación,8799140.00,7840440.00,"",2103770.00,"",15189540.00,85454300.00,1740280.00,"",121127470.00
2007,8,31,Sanidad,1057103850.00,485071740.00,"",519651130.00,"",246320370.00,47873580.00,1518230.00,"",2357538900.00
2007,8,32,Educación,1032495350.00,114120390.00,"",322273540.00,"",122765340.00,54931410.00,921280.00,"",1647507310.00
2007,8,33,Cultura,22390680.00,15197970.00,"",23942790.00,"",24659760.00,38312870.00,129250.00,"",124633320.00
2007,8,41,"Agricultura, Pesca y Alimentación",67191190.00,15156080.00,"",919568610.00,"",30732510.00,270150140.00,426260.00,"",1303224790.00
2007,8,42,Industria y Energía,10548220.00,4166300.00,"",2322940.00,"",1612920.00,11000470.00,137510.00,"",29788360.00
2007,8,43,"Comercio, Turismo y Pymes",4391490.00,2284410.00,"",16694230.00,"",2567250.00,68668160.00,3326920.00,"",97932460.00
2007,8,45,Infraestructuras,65993380.00,12166230.00,"",17576780.00,"",236708270.00,126462660.00,563440.00,"",459470760.00
2007,8,46,"Investigación, Desarrollo e Innovación",11745480.00,3689340.00,"",21309770.00,"",14799320.00,16675170.00,10000.00,"",68229080.00
2007,8,49,Otras Actuaciones de Carácter Económico,9325120.00,25502240.00,"",12761910.00,"",44769930.00,17285140.00,1125000.00,"",110769340.00
2007,8,91,Alta Dirección,9051500.00,1564880.00,"",69478630.00,"",760880.00,16570000.00,99220.00,"",97525110.00
2007,8,92,Servicios de Carácter General,27771700.00,10697080.00,"",40401140.00,"",22998870.00,31411400.00,409780.00,"",133689970.00
2007,8,93,Administración Financiera y Tributaria,11154180.00,2851650.00,"",525000.00,"","","","","",14530830.00
2007,8,94,Transferencias a otras Administraciones Públicas,"","","",563264300.00,"","","","","",563264300.00
2007,8,95,Deuda Pública,"","",62516250.00,"","","","","",21864270.00,84380520.00
2008,11,13,Seguridad Ciudadana e Instituciones Penitenciarias,2717493.00,1005902.00,"",868643.00,"",2239688.00,"","","",6831726.00
2008,11,14,Política Exterior,787408.00,230457.00,"",779213.00,"",1342000.00,11536852.00,"","",14675930.00
2008,11,21,Pensiones,"","","",3900000.00,"","","","","",3900000.00
2008,11,23,Servicios Sociales y Promoción Social,120403459.00,45989133.00,"",114572234.00,"",40573213.00,14923602.00,"","",336461641.00
2008,11,24,Fomento del Empleo,24685510.00,7736348.00,"",218939165.00,"",41442059.00,20043740.00,"","",312846822.00
2008,11,26,Acceso a la Vivienda y Fomento de la Edificación,6112571.00,3307627.00,"",10574335.00,"",82904064.00,35143112.00,"","",138041709.00
2008,11,31,Sanidad,777781706.00,347678318.00,"",366122444.00,"",102105917.00,5954000.00,273000.00,"",1599915385.00
2008,11,32,Educación,673343779.00,74940178.00,"",183326951.00,"",51228177.00,5629427.00,400000.00,"",988868512.00
2008,11,33,Cultura,18091172.00,7950163.00,"",17311546.00,"",47993209.00,20469918.00,"","",111816008.00
2008,11,41,"Agricultura, Pesca y Alimentación",46716087.00,7433678.00,"",30324404.00,"",38836007.00,16708465.00,"","",140018641.00
2008,11,42,Industria y Energía,9274433.00,2326135.00,"",795800.00,"",6188512.00,14921063.00,25905019.00,"",59410962.00
2008,11,43,"Comercio, Turismo y Pymes",6522935.00,750500.00,"",7723810.00,"",65852991.00,104772130.00,"","",185622366.00
2008,11,45,Infraestructuras,76246392.00,11515788.00,"",78111665.00,"",344413394.00,116316906.00,"","",626604145.00
2008,11,46,"Investigación, Desarrollo e Innovación",11181369.00,2537308.00,"",9369050.00,"",40594067.00,22745269.00,"","",86427063.00
2008,11,49,Otras Actuaciones de Carácter Económico,7345059.00,2180249.00,"",10018029.00,"",40799496.00,1593891.00,"","",61936724.00
2008,11,91,Alta Dirección,16487427.00,5881341.00,"",2459873.00,"",5609527.00,3850000.00,36000.00,"",34324168.00
2008,11,92,Servicios de Carácter General,22829513.00,14561715.00,683087.00,56140857.00,"",25843818.00,9857024.00,1022048.00,"",130938062.00
2008,11,93,Administración Financiera y Tributaria,11485123.00,1850101.00,"",900000.00,"",7359723.00,"","","",21594947.00
2008,11,95,Deuda Pública,"","",39824988.00,"","","","","",67643955.00,107468943.00
2008,12,11,Justicia,68307788.00,12299943.00,"",10924748.00,"",7634894.00,"","","",99167373.00
2008,12,13,Seguridad Ciudadana e Instituciones Penitenciarias,5440179.00,3061359.00,"",9066149.00,"",5967808.00,4398705.00,"","",27934200.00
2008,12,14,Política Exterior,1801649.00,1162360.00,3050.00,7435608.00,"",603283.00,3897805.00,"","",14903755.00
2008,12,21,Pensiones,"","","",300000.00,"","","","","",300000.00
2008,12,23,Servicios Sociales y Promoción Social,132865257.00,124300259.00,"",197282503.00,"",35347175.00,25027236.00,"","",514822430.00
2008,12,24,Fomento del Empleo,37319389.00,15423866.00,"",282171176.00,"",10760707.00,"","","",345675138.00
2008,12,26,Acceso a la Vivienda y Fomento de la Edificación,10803689.00,2716491.00,"",18824524.00,"",102094109.00,98254928.00,1300000.00,"",233993741.00
2008,12,31,Sanidad,1434461687.00,860863404.00,"",1041116334.00,65115691.00,188661222.00,3482418.00,650000.00,"",3594350756.00
2008,12,32,Educación,1372690580.00,210997216.00,5992.00,598492409.00,"",103664512.00,58452483.00,"","",2344303192.00
2008,12,33,Cultura,30207298.00,10584729.00,"",24865847.00,"",70664070.00,76508244.00,"","",212830188.00
2008,12,41,"Agricultura, Pesca y Alimentación",114369070.00,9712500.00,"",17655478.00,"",191180596.00,307181978.00,"","",640099622.00
2008,12,42,Industria y Energía,11741301.00,2210712.00,150000.00,12055494.00,"",23718303.00,203773537.00,5700000.00,"",259349347.00
2008,12,43,"Comercio, Turismo y Pymes",4946418.00,"","",30504218.00,"",15400000.00,65600000.00,3500000.00,"",119950636.00
2008,12,45,Infraestructuras,90448979.00,26046122.00,564601.00,37371998.00,"",527057853.00,232970735.00,"","",914460288.00
2008,12,46,"Investigación, Desarrollo e Innovación",10701082.00,326702.00,"",30800877.00,"",9949106.00,77472329.00,1600000.00,"",130850096.00
2008,12,49,Otras Actuaciones de Carácter Económico,16621945.00,5034145.00,6000.00,13018732.00,"",13875460.00,24127515.00,30000.00,"",72713797.00
2008,12,91,Alta Dirección,20844140.00,13969834.00,"",3080679.00,"",4000197.00,34580.00,161061.00,"",42090491.00
2008,12,92,Servicios de Carácter General,53487092.00,27607357.00,6527.00,15223763.00,"",53998651.00,29138895.00,107548647.00,"",287010932.00
2008,12,93,Administración Financiera y Tributaria,26919510.00,21683603.00,"",1357500.00,"",17640528.00,269110.00,1250000.00,"",69120251.00
2008,12,94,Transferencias a otras Administraciones Públicas,"","","",6210000.00,"","",119499067.00,"","",125709067.00
2008,12,95,Deuda Pública,"","",145745687.00,"","","","","",473563762.00,619309449.00
2011,8,11,Justicia,212290.00,188400.00,"",90000.00,"",120000.00,"","","",610690.00
2011,8,13,Seguridad Ciudadana e Instituciones Penitenciarias,3222720.00,6347180.00,"",825000.00,"",955450.00,4165600.00,"","",15515950.00
2011,8,14,Política Exterior,636010.00,780040.00,"",24967020.00,"","",18917840.00,"","",45300910.00
2011,8,21,Pensiones,"","","",26410190.00,"","","","","",26410190.00
2011,8,23,Servicios Sociales y Promoción Social,124523140.00,295658240.00,"",348839190.00,"",29422550.00,25402720.00,1220200.00,"",825066040.00
2011,8,24,Fomento del Empleo,35127420.00,13070110.00,"",228222590.00,"",6337110.00,13142960.00,1286800.00,"",297186990.00
2011,8,26,Acceso a la Vivienda y Fomento de la Edificación,5184620.00,8091400.00,"",11543470.00,"",6953330.00,89611360.00,1670910.00,"",123055090.00
2011,8,31,Sanidad,1201640250.00,658684420.00,"",546956770.00,"",237665540.00,46247900.00,1165300.00,"",2692360180.00
2011,8,32,Educación,1259466510.00,142486290.00,"",385819200.00,"",137167120.00,37376180.00,1177200.00,"",1963492500.00
2011,8,33,Cultura,17091710.00,12675000.00,"",19331690.00,"",19891560.00,38122130.00,"","",107112090.00
2011,8,41,"Agricultura, Pesca y Alimentación",74491080.00,18421910.00,"",122956990.00,"",22387690.00,288596070.00,549220.00,"",527402960.00
2011,8,42,Industria y Energía,5696710.00,316010.00,"",2713110.00,"",149500.00,10685050.00,"","",19560380.00
2011,8,43,"Comercio, Turismo y Pymes",5897210.00,3955500.00,"",28949660.00,"",2830220.00,54277040.00,"","",95909630.00
2011,8,45,Infraestructuras,73146370.00,8426740.00,"",41655630.00,"",143338780.00,277542160.00,1188040.00,"",545297720.00
2011,8,46,"Investigación, Desarrollo e Innovación",12012810.00,2989040.00,"",40747080.00,"",4154550.00,26815120.00,"","",86718600.00
2011,8,49,Otras Actuaciones de Carácter Económico,12005600.00,41750880.00,"",66403190.00,"",57404630.00,9947480.00,"","",187511780.00
2011,8,91,Alta Dirección,9445400.00,1527910.00,"",14154720.00,"",416920.00,9165660.00,80550.00,"",34791160.00
2011,8,92,Servicios de Carácter General,41800080.00,15268950.00,"",38991840.00,"",13848870.00,30560330.00,387590.00,"",140857660.00
2011,8,93,Administración Financiera y Tributaria,13994620.00,1930040.00,"",615500.00,"","",410000.00,"","",16950160.00
2011,8,95,Deuda Pública,"","",74443750.00,"","","","","",54121310.00,128565060.00
2011,9,11,Justicia,327030692.15,170707400.39,"",62963001.37,"",14593874.80,"",10500.00,"",575305468.71
2011,9,13,Seguridad Ciudadana e Instituciones Penitenciarias,1242829459.93,316016323.64,1010.00,18545629.35,"",29344297.74,1033261.07,436700.00,"",1608206681.73
2011,9,14,Política Exterior,"",3311661.22,"",31210370.27,"","","",93410.00,"",34615441.49
